PWSID,FacilityID,SamplePointID,HAA.Group,BCAA,BDCAA,DBCAA,DBAA,DCAA,MBAA,MCAA,TBAA,TCAA
MI0005830,4792,DBP3,HAA9,2.9,3.833333333,0.97,0.476666667,7.933333333,0.606666667,0,0,8.8
MI0005850,4675,DBP4,HAA9,3.775,2.8,0.6275,0.5325,14.25,0.0775,0.55,0,9.55
MI0005860,4849,DBP2,HAA9,3.76925,3.76525,0.67225,0.5285,18.02425,0.47275,0,0,12.959
MI0005950,4723,DBP1,HAA9,1.456,1.11975,0,0,12.69225,0.1,0,0,11.30975
MI0006010,4779,DBP1,HAA9,2.4,3.425,0.765,0.43,7.025,0.09,0,0,6.475
MI0006100,30001,DS2,HAA9,3.515,4.78575,1.23525,0.63825,9.890125,0.5195,2.666,0,9.973
MI0006110,6302,DBP1,HAA9,5.2,4.75,2.35,2.4,4.5,0,0,0,4.65
MI0006160,4786,DBP4,HAA9,3.166666667,2.6,0.723333333,0.66,9.566666667,0.546666667,0,0,7.233333333
MI0006170,4948,DBP1,HAA9,2.465,2.845,1.135,0.66,4.03,0,0,0,3.895
MI0006240,30001,DS1,HAA9,4.784,4.7965,3.2365,4.162,3.5185,0.9255,0,0,1.5215
MI0006280,4772,DBP4,HAA9,2.675,3.3925,0.74175,0.52375,8.1775,0.08825,0,0,8.485
MI0006284,30001,DS2,HAA9,4.1985,4.0615,0.67575,0.51675,20.976,0.393,0.54625,0,14.481
MI0006360,30001,DS1,HAA9,0.234,0,0,0.711,0,0,0,0,0
MI0006385,4782,DBP8,HAA9,2.45,3.3725,0.7525,0.484,7.15,0.08075,0,0,8.035
MI0006440,4427,DBP2,HAA9,0.312,0.252,0.162,0.2015,0.211,0,0,0,0
MI0006450,4071,DBP2,HAA9,1.9245,1.37,0.595,0.715,1.585,0,0,0,1.555
MI0006545,4956,DBP1,HAA9,3.1685,3.7525,0.77475,0.60225,8.486,0.47,0,0,7.4745
MI0006580,4842,DBP1,HAA9,4.8405,3.982,0.72875,0.7615,20.061,0.61975,0,0,12.72825
MI0006640,4713,DBP1,HAA9,2.5,3.925,1.25,0.7275,4.3,0,0,0,4.525
MI0006650,4945,DBP11,HAA9,2.533333333,2.866666667,0.633333333,0.533333333,6.3,0,0,0,6.366666667
MI0006690,4791,DBP10,HAA9,2.525,3.925,0.925,0.4,7.6,0,0,0,8.2
MI0006725,4374,DBP2,HAA9,2,4.9,3.3,1.2,2.1,0,0,0,2.3
MI0006760,30001,DS1,HAA9,2.6025,3.44975,0.6415,0.24075,6.53225,0.35975,0,0,6.323
MI0006770,4909,DBP1,HAA9,3.525,4.025,0.9425,0.63,10.075,0.1925,0.625,0,9.25
MI0006900,4776,DBP2,HAA9,2.6,3.9,0.875,0.4575,7.675,0,0,0,9.725
MI0006905,4864,DBP8,HAA9,2.8325,4.235,0.88825,0.69125,6.5,0.23925,3.4075,0,7.0525
MI0006910,4193,DBP3,HAA9,2.2,3.05,1.585,2.5,2.015,0.28,0,0,0.75
MI0006950,4911,DBP5,HAA9,2.4925,3.49775,0.72325,0.33525,6.05625,0.32675,0,0,6.9905
MI0006975,4793,DBP2,HAA9,2.375,3.25,0.8725,0.375,6.5,0,0,0,7.825
MI0007040,4910,DBP1,HAA9,3,4.75,1.0175,0.4875,9.375,0.125,1.025,0,8.65
MI0007135,30001,DS2,HAA9,2.6015,3.52625,0.6415,0.323,8.379,0.31825,0,0,8.21175
MI0007180,4898,DBP1,HAA9,2.75,2.715,1.0095,0.5645,6.385,0.101,0,0,4.61
MI0007210,99001,DBP2,HAA9,2.817,3.126,0.67225,0.45825,7.49825,0.78125,0,0,6.48325
MI0007220,4698,DBP1,HAA9,4.331,5.44425,1.138,0.93375,10.306,0.75425,0,0,8.84825
MI0007260,4755,DBP3,HAA9,2.53,4.62,1.051,0.19175,7.21,0.09025,0,0,11.14
MI3020006,30001,DS2,HAA9,3.407,0.723,0.4815,2.8535,2.4925,0.4705,0,0,0.602
MN1020001,21,D02,HAA9,2.76,2.475,2.995,3.965,1.832,0.632,0,1.11,1.286
MN1020006,46,D01,HAA9,1.449,2.1225,0.253,0,6.1,0,0,0,7.465
MN1020016,2,D02,HAA9,1.39425,0.3725,0,0,17.18,0,1.3025,0,4.335
MN1020017,47,D01,HAA9,1.76,3,0.785,0.3005,7.25,0,0,0,12.625
MN1020023,15,D01,HAA9,0.3425,0.353,0,0,0.9345,0,0,0,0.505
MN1020031,25,D02,HAA9,0.2875,0,0,0,0.545,0,0,0,0
MN1020034,23,D02,HAA9,0.561,0.633,0,0,2.89,0,0,0,2.66
MN1020035,17,D01,HAA9,0.5345,0,0,0,1.1715,0,0,0,0.272
MN1040002,9,D02,HAA9,0,0,0,0,0,0,0,0,0.347
MN1040014,10,D01,HAA9,0,0,0,0,2.4715,0,0,0,0
MN1050004,10,D01,HAA9,2.44,0.9075,0,0.2025,6.97,0,0,0,2.655
MN1070009,12,D03,HAA9,5.65,2.9675,1.00325,1.4825,11.76,0.10375,0.6975,0,5.0525
MN1080003,16,D01,HAA9,1.88,2.93,1.185,0.5485,2.505,0,0,0,2.765
MN1090005,16,D02,HAA9,1.1675,1.631,0,0,6.86,0,0,0,11.215
MN1100001,26,D02,HAA9,1.635,1.58,0.453,0,4.75,0,0,0,4.135
MN1100002,11,D02,HAA9,1.72,1.515,0.835,0.799,2.19,0,0,0,1.63
MN1100010,9,D02,HAA9,1.925,3.895,1.0235,0.5385,4.895,0,0,0,4.59
MN1100019,1,D01,HAA9,1.671,1.326,0.48,0.405,2.9105,0,0,0,2.061
MN1140008,13,D03,HAA9,0.37175,0,0.092,0,3.8725,0,1.045,0.8275,0
MN1150003,6,D01,HAA9,0,0,0,0,1.8675,0,0,0,0
MN1180002,9,D01,HAA9,1.975,3.13,0.19,0,9.4,0,0,0,18.8
MN1190001,27,D02,HAA9,1.95,1.188,1.135,1.3845,2.835,0,0,0,1.0105
MN1190002,19,D03,HAA9,3.12,2.645,1.76,2.4025,3.0975,0.49075,0,0,1.51
MN1190007,24,D02,HAA9,1.495,1.535,0.624,0.611,3.07,0,0,0,1.665
MN1190008,19,D01,HAA9,0.6945,0.4315,0.1875,0.263,0.9685,0,0,0,0.4665
MN1190014,8,D01,HAA9,1.27,0.827,0.508,0.5685,1.91,0,0,0,0.764
MN1190015,25,D02,HAA9,0.359,1.375,0.1565,0,2.04,0,0,0,4.285
MN1190019,18,D02,HAA9,0.483,0,0,0,1.325,0,0,0,0.746
MN1210001,12,D01,HAA9,4.425,3.03,1.99,2.5,3.975,0.178,0,0,2.075
MN1240001,13,D02,HAA9,0,0.3425,0,0,1.068,0,0,0,1.416
MN1250013,15,D01,HAA9,0,0,0,0,0,0,0,0,0
MN1270001,10,D01,HAA9,0.784,0.15675,0,0,11.465,0,0.535,0,2.9275
MN1270004,28,D01,HAA9,1.965,3.03,1.145,0.9855,3.61,0,0,0,2.145
MN1270005,48,D01,HAA9,3.59,2.055,1.275,1.665,4.42,0.17,0,0,2.655
MN1270006,14,D02,HAA9,0.6815,0.613,0.482,0.555,0.5355,0,0,1.365,0
MN1270008,2,D01,HAA9,1.24875,0.77675,0.089,0,12.4375,0,0.5425,0,4.6975
MN1270010,18,D02,HAA9,3.12,1.145,0.667,1.505,5.605,0,0,0,1.565
MN1270011,49,D02,HAA9,0.904,0,0,0.4745,1.4,0,0,0,0
MN1270014,2,D02,HAA9,0.9835,0.6245,0,0,16.77,0,1.115,0,7.01
MN1270016,9,D01,HAA9,0.2615,0,0,0,1.3115,0,0,0,0
MN1270020,15,D01,HAA9,1.845,0.9075,0.9835,1.915,0.953,0.172,0,1.255,0.265
MN1270024,4,D01,HAA9,1.16675,0.55725,0,0,16.4775,0,0.7775,0,7.015
MN1270031,35,D02,HAA9,1.875,2.12,0.4525,0.1675,5.815,0,0,0,7.08
MN1270040,2,D03,HAA9,1.3025,0.83375,0,0,14.6,0,0.555,0,4.7525
MN1270044,21,D02,HAA9,3.88,4.26,1.0055,0.8065,10.38,0,0,0,10.355
MN1270045,10,D02,HAA9,0,0,0,0,0.523,0,0,0,0
MN1270046,12,D02,HAA9,2.99,2.06,1.73,2.235,2.26,0.357,0,0,1.565
MN1270050,33,D01,HAA9,0.8855,0.795,0.9995,1.165,0.463,0,0,0,0
MN1300002,13,D01,HAA9,0.45,0.55,0,0,2.3525,0,0,0,4.0895
MN1340016,22,D01,HAA9,0,0,0,0,5.55,0,1.11,0,0.259
MN1400010,10,D01,HAA9,1.744,1.4135,1.3065,1.823,1.3705,0.235,0,0,1.0835
MN1410007,30,D03,HAA9,3.7,4.26,1.439,0.8345,7.535,0,0,0,8.355
MN1420006,19,D01,HAA9,0.211,0,0,0,0.451,0,0,0,0.695
MN1420007,7,D01,HAA9,0.226,0,0,0,1.6485,0,0,0,0
MN1430004,8,D01,HAA9,0.97,1.07,0,0,6.705,0,0,0,5.635
MN1460003,5,D01,HAA9,1.88,0.486,0,0.27825,9.475,0,0,0,1.705
MN1460007,5,D01,HAA9,0.5485,0.254,0,0,2.335,0,0,0,0.875
MN1480008,15,D01,HAA9,1.1575,1.1715,0,0,6.289,0,0,0,7.797
MN1500002,25,D02,HAA9,0,0,0,0,0.655,0,0,0,0
MN1520005,9,D02,HAA9,1.36,2.015,0.857,0.629,2.15,0,0,0,1.125
MN1520006,12,D02,HAA9,1.675,0.585,0.565,2.72,0.526,0.737,0,0,0.3265
MN1530011,16,D04,HAA9,3.855,7.31,0.8775,0.455,14.2,0.175,0,0,23.25
MN1550010,87,D01,HAA9,1.5,0,0,0.4465,3.455,0,0,0,1.4035
MN1550036,1,D01,HAA9,0.928,0,0,0.4715,2.3735,0,0,0,0
MN1560014,5,D02,HAA9,1.5025,0.55575,0,0,13.26,0,0,0,3.02
MN1620008,12,D02,HAA9,0.913,1.365,0.158,0,2.865,0,0,0,4.595
MN1620009,27,D01,HAA9,0.7855,0.734,0.5375,0.5555,0.618,0,0,0,0.3975
MN1620013,9,D03,HAA9,1.53,1.6165,0,0,16.575,0,1.405,0,10.9825
MN1620020,11,D02,HAA9,1.44,2.015,0.6795,0.464,3.555,0,0,0,3.365
MN1620024,7,D01,HAA9,0.505,0.3555,0.2455,0.314,0.5865,0,0,0,0
MN1620025,19,D02,HAA9,2.465,3.1,0.723,0.2855,9.05,0,0,0,7.375
MN1620026,9,D03,HAA9,1.6675,1.23375,0.09,0,16.35,0,0,0,10.2125
MN1620030,13,D02,HAA9,0,0,0,0,1.016,0,0,0,0
MN1660002,9,D01,HAA9,0,0,0,0,0.1815,0,0,0,0
MN1660010,13,D01,HAA9,0.7695,0.3235,0.1995,0.3705,0.8015,0,0,0,0.266
MN1690007,5,D02,HAA9,1.389,1.45425,0.16875,0,5.09875,0.08325,1.22025,0,3.89725
MN1690011,4,D04,HAA9,0.98175,0.82075,0,0,5.855,0,0,0,4.035
MN1690022,11,D03,HAA9,2.395,3.135,0.874,0.426,10.94,0,1.39,0,9.57
MN1690060,1,D01,HAA9,0.18,0,0,0,1.321,0,0,0,0.2695
MN1700007,15,D01,HAA9,1.16,0.822,0.421,0.532,2.015,0,0,0,0.8205
MN1700008,18,D02,HAA9,2.35,1.305,1.19,1.385,2.525,0.346,0,1.11,1.1315
MN1700009,34,D01,HAA9,1.655,0.8905,0.906,1.67,0.899,0,0,0,0
MN1710002,16,D02,HAA9,1.105,0.739,0.4955,0.746,1.1345,0,0,0,0.555
MN1710004,19,D02,HAA9,0.716,0.9885,0.1675,0,3.005,0,0,0,3.04
MN1730027,6,D05,HAA9,0.88175,0.15025,0,0,11.83,0,0.71,0,2.1475
MN1730036,20,D03,HAA9,3.055,4.665,0.1965,0,21.2,0,0,0,29.6
MN1740007,22,D01,HAA9,0,0,0,0,0.144,0,0,0,0
MN1820004,19,D01,HAA9,0.663,0,0.373,0.736,0.4835,0,0,0,0
MN1820005,14,D01,HAA9,1.59,1.665,0.336,0,6.495,0,0,0,5.87
MN1820007,12,D01,HAA9,0.583,0.672,0.431,0.187,1.07,0,0,0,0.867
MN1820016,25,D02,HAA9,0.521,0.31,0.192,0.4565,0.7735,0,0,0,0
MN1820024,22,D02,HAA9,0.547,0.535,0.2095,0.669,0,0,0,0,0
MN1820025,46,D01,HAA9,0.8535,0.6,0.2465,0.583,0.8855,0,0,0,0.345
MN1850013,20,D01,HAA9,1.3605,0,0.6685,3.24,0.515,0.2315,0,0,0
MN1860005,7,D01,HAA9,2.12,3.08,0.715,0.376,7.12,0,0,0,7.735
MN1860012,13,D02,HAA9,1.035,1.1365,0.297,0.496,1.275,0,0,0,1.034
MN1860024,12,D01,HAA9,1.067,2.505,0.4745,0.172,5.06,0,0,0,10.475
MO1010061,99001,DBPDUAL04,HAA9,2.133333333,0.493333333,0.283333333,1.133333333,16.1,0.533333333,1.366666667,0.933333333,1.766666667
MO1010080,99001,DBPDUAL01,HAA9,1.55,0.145,0.1225,0,13.625,0,0,0,1.715
MO1010261,99001,DBPDUAL01,HAA9,5.05,4.25,0.75,0.995,17.35,0,0,0,12.05
MO1010307,99001,DBPDUAL01,HAA9,5.8,3.05,2.05,2.4,7.95,0.395,0,1,3.65
MO1010320,99001,DBPDUAL01,HAA9,1.45,0,0,0.2,3.5,0,0,0,0.5
MO1010399,99001,DBPDUAL03,HAA9,0.885,0,0.16,0,2.95,0,0,0,0
MO1010415,99001,DBPDUAL03,HAA9,1.6,0.165,0.08,0,14.4,0,1.45,0,1.3375
MO1010459,99001,DBPDUAL02,HAA9,1.0425,0.135,0,0,8.075,0,0.525,0,0.935
MO1010466,99001,DBPDUAL01,HAA9,0.695,0,0,0.18,1.9,0,0,0,0
MO1010508,99001,DBPDUAL02,HAA9,4.55,2.975,0.57,0.77,22.325,0.08,0.575,0.575,10.6
MO1010599,30001,DS1,HAA9,4.4,1.95,1.23,1.8,4.5,0,0,0,3.95
MO1010625,99001,DBPDUAL01,HAA9,2.35,0.735,0,0.585,6.45,0,0,0,2.05
MO1010675,99001,DBPDUAL01,HAA9,1.675,0.3025,0,0,14.45,0,2.375,0,1.8075
MO1010676,99001,DBPDUAL01,HAA9,1.4,0,0,0,15.95,0,1.85,0,1.85
MO1010714,99001,DBPDUAL03,HAA9,2,0.795,0.15,0.425,6.55,0,0,0,1.8
MO1010833,99001,DBPDUAL04,HAA9,0,0,0,0.18,0.145,0,0,0,0
MO1024004,30001,DS1,HAA9,1.6,0.275,0,0.155,3.45,0,0,0,1.47
MO1024154,30001,DS1,HAA9,3.2,3.325,0.5125,0.0925,14,0,0,0,14.75
MO1024275,99001,DBPDUAL02,HAA9,1.85,0,0,0.43,4.65,0,0,0,0.465
MO1024276,99001,DBPDUAL01,HAA9,1.506666667,0.183333333,0.156666667,0.116666667,9.51,0,0,0,1.213333333
MO1024310,99001,DBPDUAL01,HAA9,0.605,0.325,0.4,0.895,0.68,0.17,0,0,0
MO1024326,30001,DS2,HAA9,3.1,3.575,0.275,0,19,0.1575,1.325,0,21.75
MO1024479,30001,DS2,HAA9,1.275,0.135,0,0,12.75,0,0,0,1.74
MO2010109,30001,DS1,HAA9,3.7,1.45,1.055,1.85,3.65,0,0,0,2.25
MO2010344,99001,DBPDUAL02,HAA9,3.45,2.325,0.52,0.1675,19.925,0.13,0,0,15.55
MO2010429,99001,DBPDUAL02,HAA9,3.175,1.775,0.2575,0.095,20.5,0,0.6,0,9.1
MO2010502,99001,DBPDUAL01,HAA9,7.85,7.55,4.5,3.3,12.2,0,1.15,2.45,8.1
MO2010519,99001,DBPDUAL01,HAA9,1.04,0,0.47,1.9,0.985,0.2,0,0,0
MO2010533,99001,DBPDUAL03,HAA9,3.6,3.275,0.55,0.2625,25.55,0.095,0.875,0,17.85
MO2024000,30001,DS2,HAA9,3.37075,1.62325,0.0845,0.1175,21.715,0.08,1.1375,0,10.25125
MO2024363,99001,DBPDUAL03,HAA9,3.3,2.25,0.5225,0.1075,26.075,0,0,0,13.875
MO2024471,30001,DS2,HAA9,3.184,2.48875,0.19125,0.1275,21.53,0,0.56725,0,15.248
MO2024495,30001,DS1,HAA9,2.375,2.825,0,0,14.1,0,0.625,0,18.75
MO3010124,30001,DS1,HAA9,1.04,0.26,0,0,1.4,0,0,0,0.99
MO3010181,99001,DBPDUAL03,HAA9,5.545,2.665,1.405,2.165,9.05,0,0,1.37,3.87
MO3010296,99001,DBPDUAL01,HAA9,0,0,0.35,0.3,0.55,0,0,0,0
MO3010409,99001,DBPDUAL04,HAA9,4,0.5575,0.235,0.875,15.475,0,0,0,2.125
MO3010700,99001,DBPDUAL04,HAA9,0.92,0.31,0.165,0.265,2.15,0,0,0,0.345
MO3010728,99001,DBPDUAL01,HAA9,0.265,0,0,0.165,0.69,0,0,0,0
MO3024055,99001,DBPDUAL04,HAA9,2.665,1.95,1.45,2,1.88,0,0,1.2,1.25
MO3024058,99001,DBPDUAL03,HAA9,0.39,0,0.16,0.555,0,0,0,0,0
MO3024085,99001,DBPDUAL01,HAA9,0.64,0.4,0.28,0.48,0.57,0.16,0,0,0
MO3024160,99001,DBPDUAL04,HAA9,0,0,0.265,0,0.12,0,0,0,0
MO3069001,99001,DBPDUAL03,HAA9,0.195,0.28,0.375,0.295,0,0,0,1.05,0
MO3079500,99001,DBPDUAL03,HAA9,3.15,2.875,0.725,0.185,14.125,0.395,0,0,13.5
MO4010120,30001,DS1,HAA9,0,0,0,0,0.24,0,0,0,0
MO4010136,99001,DBPDUAL01,HAA9,4.85,3.35,3.75,4.8,2.85,0.38,0,0,1.7
MO4010270,99001,DBPDUAL03,HAA9,0.435,0,0,0.32,0.5,0,0,0,0
MO4010404,99001,DBPDUAL01,HAA9,0.17,0,0,0.425,0,0,0,0,0
MO4010417,99001,DBPDUAL04,HAA9,2.35,1.55,0.9,1.3,3.2,0.185,0,2.25,1.8
MO4010656,99001,DBPDUAL02,HAA9,3.355,3.36,0.41,0.3325,24.525,0.235,0.625,0,24.1
MO4010743,99001,DBPDUAL03,HAA9,2.35,1.6,0.9,1.015,3,0,0,0,1.7
MO4010853,99001,DBPDUAL02,HAA9,2.333333333,1.966666667,0.706666667,0.746666667,6.033333333,0.103333333,0,0,3.7
MO4011441,30001,DS2,HAA9,0.2,0,0,0,0.225,0,0,0,0
MO4024070,30001,DS1,HAA9,0,0,0,0,0,0,0,0,0
MO4024416,30001,DS1,HAA9,3.9,3.055,0.7,0.95,6.25,0,0,0,7.45
MO5010085,99001,DBPDUAL01,HAA9,0.285,0,0,0,0.8,0,0,0,0.35
MO5010096,99001,DBPDUAL01,HAA9,3.8,2.75,0.495,0.2525,23,0,0.775,0.7,17.375
MO5010142,99001,DBPDUAL04,HAA9,0.38,0.275,0.39,0.22,0.69,0,0,1.185,0
MO5010413,99001,DBPDUAL04,HAA9,1.8475,1.2125,0.25,0,18.7,0,0.925,0,18.55
MO5010458,99001,DBPDUAL01,HAA9,0.205,0,0,0,0.22,0,0,0,0
MO5010560,99001,DBPDUAL01,HAA9,4.3025,3.5525,0.75,0.45,14.5675,0.24,1.125,0.63,17.025
MO5010576,99001,DBPDUAL02,HAA9,0,0,0,0,0.16,0,0,0,0
MO5010619,99001,DBPDUAL01,HAA9,0.59,0.3,0,0,5.9,0,1.5,0,1.7
MO5010681,99001,DBPDUAL01,HAA9,0,0.325,0.175,0,0.605,0,0,0,0
MO5010754,99001,DBPDUAL04,HAA9,6.3,4.675,1.5825,1.6975,13.125,0.4625,0.6,0,8.85
MO5010763,30001,DS1,HAA9,0,0,0,0,0,0,0,0,0
MO5010844,99001,DBPDUAL02,HAA9,0.4,0.36,0,0,1.325,0,0,0,1.05
MO5024228,30001,DS1,HAA9,0,0,0,0,0,0,0,0,0
MO5024359,30001,DS1,HAA9,0.48,0,0,1,0.495,0.215,0,0,0
MO5024601,99001,DBPDUAL04,HAA9,0,0,0,0,0.12,0,0,0,0
MO6010276,99001,DBPDUAL02,HAA9,6,2.25,1.0175,1.8,12.5,0,0,0,4.875
MO6010430,99001,DBPDUAL01,HAA9,1.8,0.335,0,0,29.7,0,2.65,0,2.55
MO6010588,99001,DBPDUAL02,HAA9,0.97,1.175,0.73,0.545,1.125,0,0,0.5,0.8675
MO6010707,99001,DBPDUAL01,HAA9,2.025,0.3375,0,0.155,19.025,0,1.275,0,1.85
MO6010715,99001,DBPDUAL03,HAA9,2,0.3075,0,0.1075,19.8,0,1.475,0,2.1
MO6010716,99001,DBPDUAL01,HAA9,2.6,0.2075,0,0.19,23,0,0,0,3
MO6010719,99001,DBPDUAL03,HAA9,2.03,0.496666667,0.356666667,0.136666667,19.3,0,0,0,2.013333333
MO6010798,99001,DBPDUAL04,HAA9,0,0,0,0.34,0.2,0,0,0,0
MO6010838,99001,DBPDUAL02,HAA9,0.15,0,0,0,0.46,0,0,0,0
MO6010849,99001,DBPDUAL01,HAA9,3.8375,1.1475,0.4125,0.7325,14.375,0,0,0,3.3325
MO6024292,99001,DBPDUAL04,HAA9,3.0575,0.74,0.0875,0.1525,25.475,0,0.7075,0,3.425
MO6024293,99001,DBPDUAL01,HAA9,0.965,0.1625,0.1025,0.1,16.05,0,1.75,0,0.63
MO6024294,99001,DBPDUAL01,HAA9,2.925,0.645,0.275,0.8475,31.9,0.275,0.75,0.65,2.975
MO6024295,99001,DBPDUAL03,HAA9,2.3375,0.6775,0.2075,0.275,23.625,0,1.575,0,2.7375
MO6024340,99001,DBPDUAL01,HAA9,0,0.315,0.155,0.445,0,0,0,0,0
MO6024530,99001,DBPDUAL03,HAA9,3.116666667,1.516666667,0.526666667,0.923333333,18.26666667,0,0,0.666666667,3.553333333
MO6048106,30001,DS1,HAA9,0,0,0,0,0,0,0,0,0
MP0000001,90048,0111DBP,HAA9,0.39,0,0.155,2.4,0.55,0.275,0,0,0
MS0010002,99001,99005,HAA9,3.5,4.1,0.875,0.7,11.2,0,1.8,0,14.15
MS0020002,99001,34124,HAA9,2.233333333,2.02,0.27,0.11,15.26666667,0,1.5,0,15.16666667
MS0020006,30001,MRT,HAA9,0.805,0.27,0.31,0.47,0.665,0,0,0,0
MS0060006,99001,34158,HAA9,0.3,0,0,0,1,0,0,0,0
MS0060019,30001,MRT,HAA9,1,0.85,1.55,2.2,1.315,0.305,0,2.5,0.44
MS0090004,30001,MTR,HAA9,0.4,0.255,0.29,2.7,0.18,0,0,0,0
MS0100008,30001,MRT,HAA9,1.15,1.45,0.595,0.54,1.5,0,0,0,1.95
MS0130008,99001,34250,HAA9,0.385,0,0,0.255,0.77,0,0,0,0
MS0140002,99001,34464,HAA9,3.15,4.3,4.2,14,1.55,0.58,0,4,2.8
MS0140013,30001,MRT,HAA9,3.7,1.315,2.6,6,0.595,0.47,0,3.8,0.265
MS0170002,30001,MRT,HAA9,0,0,0,0,0,0,0,0,0
MS0170009,99001,34493,HAA9,0.34,0,0,0.465,0.425,0,0,0,0
MS0170010,99001,39767,HAA9,0,0,0,0,0.14,0,0,0,0
MS0170015,99001,42460,HAA9,0,0,0,0,0.32,0,0,0,0
MS0170018,99001,40214,HAA9,0.52,0,0.19,0.76,0.25,0.29,0,0,0
MS0170022,99001,40266,HAA9,0.605,0.675,0.57,0.495,0.57,0,0,0,0
MS0180008,99001,39451,HAA9,0.78,0.61,0.32,0,1.7,0,0,0,0.89
MS0220003,99001,42805,HAA9,2.45,1.45,1.75,4.55,1.4,0.48,0,1,0.74
MS0220008,30001,DBP01,HAA9,2.15,2.6,0.85,0.65,3,0,0,0,3.55
MS0230051,30001,MRT,HAA9,0.215,0,0,0,0.23,0,0,0,0
MS0240001,99001,40353,HAA9,1.6,2.6,0.55,0.46,4.4,0,0,0,5.8
MS0240002,99001,39303,HAA9,2.95,1.7,0.55,0.42,17.75,0,1.15,1.2,16.2
MS0240003,99001,40198,HAA9,2.35,1.1,0.485,0.635,5.45,0,0,0,3.35
MS0240005,99001,40581,HAA9,0.78,0.755,0.425,0.395,0.86,0,0,0,0.78
MS0240084,99001,40333,HAA9,3.2,1.35,0.58,0.68,8.95,0.6,1.2,0,5.25
MS0250003,99001,40341,HAA9,1.95,1.445,0,0,37.55,0,0,0,39.65
MS0250008,99001,42550,HAA9,1.9825,1.5875,0,0,48.6,0,0.525,0,44.975
MS0250015,30001,SMH,HAA9,6.65,4.3,3.95,4.85,4.05,0.66,1.35,2.25,4.55
MS0250022,99001,37497,HAA9,4.7,8.7,1.4,0.48,43.7,0,0,0,56
MS0300004,99001,35098,HAA9,5.2,1.9,1.2,2.9,9,0.47,2.3,0,4.3
MS0300005,99001,40362,HAA9,0.865,0,0.155,0,3.25,0,0,0,1.9
MS0300006,99001,39973,HAA9,0.64,0.61,0.735,1.1,0.35,0,0,0,0
MS0300008,99001,40492,HAA9,0,0,0,0,0.785,0,0,0,0
MS0300010,99001,39954,HAA9,8.8,8.05,6.8,9.25,5.25,0.65,0,3.3,5.6
MS0300156,99001,35264,HAA9,4.41,2.98,0.83,0.67,16.5,0,0,2.94,16.5
MS0340021,99001,40523,HAA9,0.425,0.625,0.415,0.17,0.55,0,0,0,0.62
MS0350004,30001,MRT,HAA9,0,0,0,0,0,0,0,0,0
MS0360011,99001,35517,HAA9,0.515,0,0.165,0.58,0.485,0,0,0,0
MS0360015,99001,42770,HAA9,0.46,0,0.165,0.95,0.34,0.17,0,0,0
MS0370006,99001,40761,HAA9,1.3,1.35,0.285,0,4,0,0,0,4.05
MS0370011,99001,40513,HAA9,1.3,1.2,0.41,0,3.35,0,0,0,3.8
MS0380005,99001,40215,HAA9,0.815,0.29,0.335,0.655,1.315,0,0,0,0
MS0380006,99001,35687,HAA9,0.655,0,0,0.15,0.7,0,0,0,0.79
MS0380028,30001,MRT,HAA9,1.6,1.3,0.635,0.49,1.75,0,0,0,2.05
MS0410015,99001,35695,HAA9,2.5,1.8,0.1925,0,29.325,0,1.7,0,14.675
MS0410035,30001,MRT,HAA9,0,0,0,0,0,0,0,0,0
MS0420001,99001,39145,HAA9,0.215,0.31,0,0,2.45,0,0,0,0.6
MS0440003,99001,40300,HAA9,0.265,0,0,0,0.665,0,0,0,0
MS0450002,99001,35971,HAA9,2.05,2.25,0.445,0,9.15,0,0,0,11
MS0450006,99001,37570,HAA9,1.7,1.4,0.47,0,9,0,0,0,9.1
MS0450010,99001,39292,HAA9,1.505,1.5,0.165,0,14.4,0,0,0,20.5
MS0450013,99001,42501,HAA9,1.6,0.92,0,0,24.65,0,0,0,27.65
MS0450021,99001,42818,HAA9,1.265,1.15,0.19,0,8.95,0,0,0,9.35
MS0450034,30001,MRT,HAA9,1.178,1.276,0.4805,0.3405,2.7795,0,0,0,2.107
MS0470002,99001,39824,HAA9,0.74,0,0.3,0.71,0.48,0,0,0,0
MS0470091,30001,MRT,HAA9,0,0,0,0,0,0,0,0,0
MS0480001,30001,MRT,HAA9,0,0,0,0,0,0,0,0,0
MS0480007,30001,MRT,HAA9,0.3755,0,0.318,0,1.004,0,0,0,0
MS0500005,30001,MRT,HAA9,1.1,1.03,0.47,0.41,1.8,0,0,0,1.5
MS0530012,99001,39825,HAA9,1.515,0,0.2,1.11,1.95,0.24,0,0,0
MS0530020,99001,36336,HAA9,1.9,0,0,2.7,1.4,0.52,0,0,0
MS0550004,99001,40320,HAA9,2.7,0.8,0.48,1.1,3.7,0.36,0,0,1.6
MS0550005,99001,36435,HAA9,1.33,0.676,0,0,7.01,0,0,0,3.22
MS0550060,30001,MRT,HAA9,1.5725,0.8845,0,0.3015,3.4565,0,0,0,1.9895
MS0570004,99001,42835,HAA9,0,0,0,0.155,0.42,0,0,0,0.44
MS0610003,99001,36496,HAA9,2.85,2.9,1.85,2.75,4.6,0,0,0,5.9
MS0610017,99001,41537,HAA9,1.34,0.795,0.155,0,7.75,0,0,0,7.85
MS0610036,99001,40366,HAA9,2.4,2.3,0.61,0.4,6.5,0,0,0,9.8
