PWSID,HAA5_RAAQ95,HAA9_RAAQ95,TTHM_RAAQ95,HAA5_MCL,TTHM_MCL,STG2_MCL
MA3030000,36.79775,51.61475,,<,?,Uncertain (No TTHM Data)
MA3031000,14.07785,24.00885,38.4125,<,<,No Violation
MA3035000,15.34525,16.83675,,<,?,Uncertain (No TTHM Data)
MA3046000,14.425,15.9665,,<,?,Uncertain (No TTHM Data)
MA3048000,21.6360166666667,36.3120166666667,54.6225,<,<,No Violation
MA3049000,9.6391125,13.8311375,16.5175,<,<,No Violation
MA3056000,28.14125,34.77675,69.49,<,<,No Violation
MA3057000,15.5380666666667,17.0024333333333,,<,?,Uncertain (No TTHM Data)
MA3067000,15.9593375,23.52675,37.4375,<,<,No Violation
MA3071000,25.7093625,31.8004875,65.27375,<,<,No Violation
MA3073000,37.381275,54.084125,73.6875,<,<,No Violation
MA3079001,15.9406125,21.4432,53.52375,<,<,No Violation
MA3093000,14.3811,15.7375666666667,,<,?,Uncertain (No TTHM Data)
MA3100000,11.65125,13.121,,<,?,Uncertain (No TTHM Data)
MA3107000,26.0285125,33.682475,45.2525,<,<,No Violation
MA3128000,18.313,26.706625,78.1,<,<,No Violation
MA3144000,13.427375,16.9392875,51.86875,<,<,No Violation
MA3149000,39.2734125,46.5267,67.2125,<,<,No Violation
MA3155000,14.32525,15.82775,,<,?,Uncertain (No TTHM Data)
MA3157001,14.8405,16.49925,16.75,<,<,No Violation
MA3160000,15.0938333333333,17.4608333333333,57.4125,<,<,No Violation
MA3163000,16.1649125,27.4873125,55.33475,<,<,No Violation
MA3165000,14.45025,16.098,,<,?,Uncertain (No TTHM Data)
MA3168000,12.4343,13.3454666666667,,<,?,Uncertain (No TTHM Data)
MA3176000,13.33475,15.011,,<,?,Uncertain (No TTHM Data)
MA3178000,10.48375,11.62525,,<,?,Uncertain (No TTHM Data)
MA3181000,28.9811125,34.9630375,45.57,<,<,No Violation
MA3189000,13.8865,15.45725,,<,?,Uncertain (No TTHM Data)
MA3198000,9.7225,22.365,50.58625,<,<,No Violation
MA3199000,12.8879625,17.1684625,40.9375,<,<,No Violation
MA3206000,28.8202625,40.4522625,67.8333333333333,<,<,No Violation
MA3207000,12.63325,14.0775,,<,?,Uncertain (No TTHM Data)
MA3210000,13.223325,20.0143,36.35375,<,<,No Violation
MA3213000,24.07725,30.844875,83.72,<,>=,Violation
MA3229000,33.5102625,44.25995,64.20875,<,<,No Violation
MA3243000,11.5975,12.79425,,<,?,Uncertain (No TTHM Data)
MA3246000,9.53475,10.21775,,<,?,Uncertain (No TTHM Data)
MA3248000,11.7643166666667,12.6978666666667,,<,?,Uncertain (No TTHM Data)
MA3258000,35.529375,50.357375,,<,?,Uncertain (No TTHM Data)
MA3259000,15.46,24.4035,33.2125,<,<,No Violation
MA3262000,14.5845,16.01925,,<,?,Uncertain (No TTHM Data)
MA3274000,12.70775,14.30475,,<,?,Uncertain (No TTHM Data)
MA3284000,13.7775,15.221,,<,?,Uncertain (No TTHM Data)
MA3288000,28.88675,46.47425,84.32,<,>=,Violation
MA3291000,12.5362,13.92745,,<,?,Uncertain (No TTHM Data)
MA3295000,24.1871625,27.9771,66.3125,<,<,No Violation
MA3305000,23.4043125,34.0242375,44.3016666666667,<,<,No Violation
MA3308000,10.6025,11.9075,,<,?,Uncertain (No TTHM Data)
MA3314000,13.157,14.771,,<,?,Uncertain (No TTHM Data)
MA3315000,13.9093,22.09495,27.1775,<,<,No Violation
MA3317000,15.2886125,30.8928875,45.88125,<,<,No Violation
MA3330000,26.8391666666667,41.8558333333333,65.6475,<,<,No Violation
MA3333000,12.78075,14.1845,,<,?,Uncertain (No TTHM Data)
MA3342000,11.5632375,20.8165375,59.6,<,<,No Violation
MA3344000,12.7225,17.12125,34.595,<,<,No Violation
MA3346000,14.411,15.7925,,<,?,Uncertain (No TTHM Data)
MA3347000,12.79585,21.12565,52.305,<,<,No Violation
MA4001000,33.2433375,50.5327875,80.9625,<,>=,Violation
MA4016000,34.2115125,43.3709125,86.65,<,>=,Violation
MA4020004,1.341025,4.367625,8.88875,<,<,No Violation
MA4036002,2.193275,3.420225,12.47,<,<,No Violation
MA4040000,31.85756,41.90332,64.042125,<,<,No Violation
MA4041000,1.09025,1.83175,13.7375,<,<,No Violation
MA4042000,8.603625,18.432125,31.7125,<,<,No Violation
MA4044000,46.518675,59.27725,78.4875,<,<,No Violation
MA4050000,11.7645125,14.4128375,19.07,<,<,No Violation
MA4055000,3.47075,6.5365,7.05,<,<,No Violation
MA4072000,64.44475,72.4169375,81.6125,>=,>=,Violation
MA4075000,2.309,5.41925,13.75,<,<,No Violation
MA4076000,20.7833,30.1026,47.3125,<,<,No Violation
MA4082000,2.13575,3.83195,8.428,<,<,No Violation
MA4083000,9.85415,19.39935,22.6,<,<,No Violation
MA4088000,7.9338,14.521975,34.2375,<,<,No Violation
MA4095000,26.4532625,31.0345375,59.27375,<,<,No Violation
MA4096000,6.82925,11.2190875,26.7825,<,<,No Violation
MA4099000,17.88845,28.2056,51.7375,<,<,No Violation
MA4122000,27.89565,52.36965,94.2125,<,>=,Violation
MA4126000,4.868325,6.659025,13.965,<,<,No Violation
MA4131000,32.0406625,46.6341625,55.65,<,<,No Violation
MA4133000,31.0728125,47.5565625,59.1375,<,<,No Violation
MA4145000,1.37725,1.8765,7.97,<,<,No Violation
MA4167000,28.553575,36.736,53.15,<,<,No Violation
MA4171000,0.0,0.0,1.01,<,<,No Violation
MA4182000,13.96725,21.1484,42.7,<,<,No Violation
MA4201000,46.42585,51.943725,46.145,<,<,No Violation
MA4211000,13.05,22.135,51.0875,<,<,No Violation
MA4218000,26.088375,34.58865,66.1625,<,<,No Violation
MA4219000,21.301825,28.3868,30.8333333333333,<,<,No Violation
MA4220000,12.11025,13.2745,,<,?,Uncertain (No TTHM Data)
MA4221000,0.9335,1.41325,7.079,<,<,No Violation
MA4224000,5.5936,8.28555,17.3275,<,<,No Violation
MA4231000,0.0,0.0,5.225,<,<,No Violation
MA4239000,1.50975,2.679,21.525,<,<,No Violation
MA4242000,1.52,2.8975,13.985,<,<,No Violation
MA4244000,37.0013625,54.7751125,65.3125,<,<,No Violation
MA4261000,16.617825,18.228325,5.53166666666667,<,<,No Violation
MA4264000,23.2574166666667,34.1884333333333,72.0,<,<,No Violation
